release_date,region,issue,epiweek,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili
2017-10-24,de,201740,201111,342,43,4537,13,,,,,,,0.947763,0.947763
2017-10-24,ga,201740,201111,342,775,35901,60,,,,,,,2.15871,2.15871
2017-10-24,hi,201740,201111,342,73,1723,16,,,,,,,4.2368,4.2368
2017-10-24,ia,201740,201111,342,66,3517,7,,,,,,,1.8766,1.8766
2017-10-24,id,201740,201111,342,202,4604,9,,,,,,,4.38749,4.38749
2017-10-24,il,201740,201111,342,1284,38067,74,,,,,,,3.373,3.373
2017-10-24,in,201740,201111,342,235,11463,41,,,,,,,2.05007,2.05007
2017-10-24,ks,201740,201111,342,147,8309,38,,,,,,,1.76917,1.76917
2017-10-24,ky,201740,201111,342,96,15035,14,,,,,,,0.63851,0.63851
2017-10-24,ma,201740,201111,342,481,27027,50,,,,,,,1.7797,1.7797
2017-10-24,md,201740,201111,342,146,8790,16,,,,,,,1.66098,1.66098
2017-10-24,me,201740,201111,342,68,6351,28,,,,,,,1.0707,1.0707
2017-10-24,mi,201740,201111,342,249,14576,47,,,,,,,1.70829,1.70829
2017-10-24,mn,201740,201111,342,128,4562,14,,,,,,,2.80579,2.80579
2017-10-24,mo,201740,201111,342,200,7871,30,,,,,,,2.54097,2.54097
2017-10-24,ms,201740,201111,342,581,15399,45,,,,,,,3.77297,3.77297
2017-10-24,mt,201740,201111,342,28,3434,6,,,,,,,0.815376,0.815376
2017-10-24,nat,201740,201111,342,17309,741807,1823,5363.0,6702.0,,3265.0,1175.0,804.0,2.61542,2.33336
2017-10-24,nc,201740,201111,342,298,20157,63,,,,,,,1.47839,1.47839
2017-10-24,nd,201740,201111,342,44,1985,12,,,,,,,2.21662,2.21662
2017-10-24,ne,201740,201111,342,87,3005,15,,,,,,,2.89517,2.89517
2017-10-24,nh,201740,201111,342,24,4429,27,,,,,,,0.541883,0.541883
2017-10-24,nj,201740,201111,342,201,4287,21,,,,,,,4.68859,4.68859
2017-10-24,nm,201740,201111,342,324,8981,25,,,,,,,3.60762,3.60762
2017-10-24,nv,201740,201111,342,564,18309,37,,,,,,,3.08045,3.08045
2017-10-24,oh,201740,201111,342,190,14817,44,,,,,,,1.28231,1.28231
2017-10-24,ok,201740,201111,342,83,2591,15,,,,,,,3.2034,3.2034
2017-10-24,or,201740,201111,342,52,3200,15,,,,,,,1.625,1.625
2017-10-24,pa,201740,201111,342,328,16251,57,,,,,,,2.01834,2.01834
2017-10-24,ri,201740,201111,342,84,6396,21,,,,,,,1.31332,1.31332
2017-10-24,sc,201740,201111,342,113,7884,21,,,,,,,1.43328,1.43328
2017-10-24,sd,201740,201111,342,168,6077,19,,,,,,,2.76452,2.76452
2017-10-24,tn,201740,201111,342,176,11117,50,,,,,,,1.58316,1.58316
2017-10-24,tx,201740,201111,342,1231,43231,84,,,,,,,2.84749,2.84749
2017-10-24,ut,201740,201111,342,142,9274,20,,,,,,,1.53116,1.53116
2017-10-24,va,201740,201111,342,1561,68804,92,,,,,,,2.26876,2.26876
2017-10-24,vt,201740,201111,342,62,2912,11,,,,,,,2.12912,2.12912
2017-10-24,wa,201740,201111,342,73,2004,16,,,,,,,3.64271,3.64271
2017-10-24,wi,201740,201111,342,129,3470,41,,,,,,,3.71758,3.71758
2017-10-24,wv,201740,201111,342,304,11742,37,,,,,,,2.589,2.589
2017-10-24,wy,201740,201111,342,46,4153,20,,,,,,,1.10763,1.10763
2017-10-24,ak,201740,201112,341,48,1587,6,,,,,,,3.02457,3.02457
2017-10-24,al,201740,201112,341,334,9714,29,,,,,,,3.43834,3.43834
2017-10-24,ar,201740,201112,341,63,2723,14,,,,,,,2.31362,2.31362
2017-10-24,az,201740,201112,341,276,27693,65,,,,,,,0.996642,0.996642
2017-10-24,ca,201740,201112,341,1111,33697,127,,,,,,,3.29703,3.29703
2017-10-24,co,201740,201112,341,289,20983,12,,,,,,,1.37731,1.37731
2017-10-24,ct,201740,201112,341,15,4215,17,,,,,,,0.355872,0.355872
2017-10-24,dc,201740,201112,341,83,2869,3,,,,,,,2.89299,2.89299
2017-10-24,de,201740,201112,341,22,4180,12,,,,,,,0.526316,0.526316
2017-10-24,ga,201740,201112,341,665,37659,55,,,,,,,1.76585,1.76585
2017-10-24,hi,201740,201112,341,24,1216,16,,,,,,,1.97368,1.97368
2017-10-24,ia,201740,201112,341,25,3880,7,,,,,,,0.64433,0.64433
2017-10-24,id,201740,201112,341,177,4034,10,,,,,,,4.3877,4.3877
2017-10-24,il,201740,201112,341,1045,39643,74,,,,,,,2.63603,2.63603
2017-10-24,in,201740,201112,341,217,13032,42,,,,,,,1.66513,1.66513
2017-10-24,ks,201740,201112,341,96,6159,36,,,,,,,1.55869,1.55869
2017-10-24,ky,201740,201112,341,79,16145,15,,,,,,,0.489316,0.489316
2017-10-24,ma,201740,201112,341,424,28065,50,,,,,,,1.51078,1.51078
2017-10-24,md,201740,201112,341,142,7983,13,,,,,,,1.77878,1.77878
2017-10-24,me,201740,201112,341,55,6392,28,,,,,,,0.860451,0.860451
2017-10-24,mi,201740,201112,341,216,16475,49,,,,,,,1.31108,1.31108
2017-10-24,mn,201740,201112,341,116,4862,14,,,,,,,2.38585,2.38585
2017-10-24,mo,201740,201112,341,184,7527,28,,,,,,,2.44453,2.44453
2017-10-24,ms,201740,201112,341,513,16874,43,,,,,,,3.04018,3.04018
2017-10-24,mt,201740,201112,341,30,3592,6,,,,,,,0.835189,0.835189
2017-10-24,nat,201740,201112,341,14031,728883,1790,4400.0,5489.0,,2551.0,978.0,613.0,2.09065,1.925
2017-10-24,nc,201740,201112,341,226,21359,63,,,,,,,1.0581,1.0581
2017-10-24,nd,201740,201112,341,47,2076,12,,,,,,,2.26397,2.26397
2017-10-24,ne,201740,201112,341,48,3070,15,,,,,,,1.56352,1.56352
2017-10-24,nh,201740,201112,341,20,5152,27,,,,,,,0.388199,0.388199
2017-10-24,nj,201740,201112,341,183,5366,22,,,,,,,3.41036,3.41036
2017-10-24,nm,201740,201112,341,254,8907,26,,,,,,,2.85169,2.85169
2017-10-24,nv,201740,201112,341,490,11402,34,,,,,,,4.29749,4.29749
2017-10-24,oh,201740,201112,341,90,13874,42,,,,,,,0.648695,0.648695
2017-10-24,ok,201740,201112,341,47,2515,16,,,,,,,1.86879,1.86879
2017-10-24,or,201740,201112,341,35,2128,18,,,,,,,1.64474,1.64474
2017-10-24,pa,201740,201112,341,253,15963,50,,,,,,,1.58492,1.58492
2017-10-24,ri,201740,201112,341,50,5571,21,,,,,,,0.897505,0.897505
2017-10-24,sc,201740,201112,341,62,8052,22,,,,,,,0.769995,0.769995
2017-10-24,sd,201740,201112,341,153,6046,18,,,,,,,2.5306,2.5306
2017-10-24,tn,201740,201112,341,74,11695,51,,,,,,,0.632749,0.632749
2017-10-24,tx,201740,201112,341,1082,34763,82,,,,,,,3.1125,3.1125
2017-10-24,ut,201740,201112,341,123,10082,23,,,,,,,1.22,1.22
2017-10-24,va,201740,201112,341,1210,65301,91,,,,,,,1.85296,1.85296
2017-10-24,vt,201740,201112,341,52,3391,12,,,,,,,1.53347,1.53347
2017-10-24,wa,201740,201112,341,76,2483,16,,,,,,,3.06081,3.06081
2017-10-24,wi,201740,201112,341,33,3234,39,,,,,,,1.02041,1.02041
2017-10-24,wv,201740,201112,341,159,11743,37,,,,,,,1.354,1.354
2017-10-24,wy,201740,201112,341,34,4415,20,,,,,,,0.770102,0.770102
2017-10-24,ak,201740,201113,340,51,2379,8,,,,,,,2.14376,2.14376
2017-10-24,al,201740,201113,340,291,9169,28,,,,,,,3.17374,3.17374
2017-10-24,ar,201740,201113,340,65,3908,14,,,,,,,1.66325,1.66325
2017-10-24,az,201740,201113,340,272,24435,64,,,,,,,1.11316,1.11316
2017-10-24,ca,201740,201113,340,1160,36250,131,,,,,,,3.2,3.2
2017-10-24,co,201740,201113,340,192,19504,11,,,,,,,0.984413,0.984413
2017-10-24,ct,201740,201113,340,41,6092,25,,,,,,,0.673014,0.673014
2017-10-24,dc,201740,201113,340,67,2824,3,,,,,,,2.37252,2.37252
2017-10-24,de,201740,201113,340,41,4233,12,,,,,,,0.96858,0.96858
2017-10-24,ga,201740,201113,340,581,35417,57,,,,,,,1.64046,1.64046
2017-10-24,hi,201740,201113,340,42,1522,15,,,,,,,2.75953,2.75953
2017-10-24,ia,201740,201113,340,12,2111,7,,,,,,,0.568451,0.568451
2017-10-24,id,201740,201113,340,102,3598,7,,,,,,,2.83491,2.83491
2017-10-24,il,201740,201113,340,985,38600,71,,,,,,,2.55181,2.55181
2017-10-24,in,201740,201113,340,119,12088,41,,,,,,,0.984447,0.984447
2017-10-24,ks,201740,201113,340,83,7325,36,,,,,,,1.13311,1.13311
2017-10-24,ky,201740,201113,340,127,18121,15,,,,,,,0.700844,0.700844
2017-10-24,ma,201740,201113,340,459,29953,51,,,,,,,1.5324,1.5324
2017-10-24,md,201740,201113,340,104,8485,15,,,,,,,1.22569,1.22569
2017-10-24,me,201740,201113,340,48,6051,28,,,,,,,0.793257,0.793257
2017-10-24,mi,201740,201113,340,176,16157,48,,,,,,,1.08931,1.08931
2017-10-24,mn,201740,201113,340,109,4990,14,,,,,,,2.18437,2.18437
2017-10-24,mo,201740,201113,340,131,6562,27,,,,,,,1.99634,1.99634
2017-10-24,ms,201740,201113,340,560,16677,44,,,,,,,3.35792,3.35792
2017-10-24,mt,201740,201113,340,14,3003,5,,,,,,,0.4662,0.4662
2017-10-24,nat,201740,201113,340,12957,739375,1770,4189.0,5025.0,,2244.0,877.0,622.0,1.86146,1.75243
2017-10-24,nc,201740,201113,340,175,20868,59,,,,,,,0.838605,0.838605
2017-10-24,nd,201740,201113,340,19,2244,12,,,,,,,0.846702,0.846702
2017-10-24,ne,201740,201113,340,31,2670,14,,,,,,,1.16105,1.16105
2017-10-24,nh,201740,201113,340,26,5368,27,,,,,,,0.484352,0.484352
2017-10-24,nj,201740,201113,340,239,5188,22,,,,,,,4.60678,4.60678
2017-10-24,nm,201740,201113,340,224,8373,24,,,,,,,2.67527,2.67527
2017-10-24,nv,201740,201113,340,436,19128,37,,,,,,,2.27938,2.27938
2017-10-24,oh,201740,201113,340,112,12828,39,,,,,,,0.87309,0.87309
2017-10-24,ok,201740,201113,340,25,2060,16,,,,,,,1.21359,1.21359
2017-10-24,or,201740,201113,340,47,3644,17,,,,,,,1.28979,1.28979
2017-10-24,pa,201740,201113,340,244,15682,50,,,,,,,1.55592,1.55592
2017-10-24,ri,201740,201113,340,54,5956,21,,,,,,,0.906649,0.906649
2017-10-24,sc,201740,201113,340,55,6944,18,,,,,,,0.792051,0.792051
2017-10-24,sd,201740,201113,340,131,5841,18,,,,,,,2.24277,2.24277
2017-10-24,tn,201740,201113,340,88,11492,51,,,,,,,0.76575,0.76575
2017-10-24,tx,201740,201113,340,968,45332,79,,,,,,,2.13536,2.13536
2017-10-24,ut,201740,201113,340,98,7705,21,,,,,,,1.2719,1.2719
2017-10-24,va,201740,201113,340,1173,64702,92,,,,,,,1.81293,1.81293
2017-10-24,vt,201740,201113,340,55,3289,12,,,,,,,1.67224,1.67224
2017-10-24,wa,201740,201113,340,42,2715,14,,,,,,,1.54696,1.54696
2017-10-24,wi,201740,201113,340,57,4400,40,,,,,,,1.29545,1.29545
2017-10-24,wv,201740,201113,340,136,10674,33,,,,,,,1.27412,1.27412
2017-10-24,wy,201740,201113,340,44,3932,19,,,,,,,1.11902,1.11902
2017-10-24,ak,201740,201114,339,49,2219,8,,,,,,,2.2082,2.2082
2017-10-24,al,201740,201114,339,252,9175,27,,,,,,,2.74659,2.74659
2017-10-24,ar,201740,201114,339,23,2703,14,,,,,,,0.850906,0.850906
2017-10-24,az,201740,201114,339,246,24661,65,,,,,,,0.997526,0.997526
2017-10-24,ca,201740,201114,339,927,35023,121,,,,,,,2.64683,2.64683
2017-10-24,co,201740,201114,339,182,20297,12,,,,,,,0.896684,0.896684
2017-10-24,ct,201740,201114,339,16,4647,13,,,,,,,0.344308,0.344308
2017-10-24,dc,201740,201114,339,3,1537,2,,,,,,,0.195185,0.195185
2017-10-24,de,201740,201114,339,19,3999,11,,,,,,,0.475119,0.475119
2017-10-24,ga,201740,201114,339,549,35896,58,,,,,,,1.52942,1.52942
2017-10-24,hi,201740,201114,339,43,1536,15,,,,,,,2.79948,2.79948
2017-10-24,ia,201740,201114,339,22,2359,7,,,,,,,0.932599,0.932599
2017-10-24,id,201740,201114,339,107,3740,8,,,,,,,2.86096,2.86096
2017-10-24,il,201740,201114,339,851,39523,71,,,,,,,2.15318,2.15318
2017-10-24,in,201740,201114,339,107,11601,40,,,,,,,0.922334,0.922334
2017-10-24,ks,201740,201114,339,70,7846,38,,,,,,,0.892174,0.892174
2017-10-24,ky,201740,201114,339,44,12356,13,,,,,,,0.356102,0.356102
2017-10-24,ma,201740,201114,339,399,28679,47,,,,,,,1.39126,1.39126
2017-10-24,md,201740,201114,339,116,7375,12,,,,,,,1.57288,1.57288
2017-10-24,me,201740,201114,339,47,6495,28,,,,,,,0.723634,0.723634
2017-10-24,mi,201740,201114,339,117,14023,46,,,,,,,0.834344,0.834344
2017-10-24,mn,201740,201114,339,105,5132,15,,,,,,,2.04599,2.04599
2017-10-24,mo,201740,201114,339,109,6762,26,,,,,,,1.61195,1.61195
2017-10-24,ms,201740,201114,339,515,16420,43,,,,,,,3.13642,3.13642
2017-10-24,mt,201740,201114,339,6,2148,5,,,,,,,0.27933,0.27933
2017-10-24,nat,201740,201114,339,11498,729089,1723,3701.0,4557.0,,1985.0,747.0,508.0,1.61377,1.57704
2017-10-24,nc,201740,201114,339,105,19570,56,,,,,,,0.536536,0.536536
2017-10-24,nd,201740,201114,339,15,2078,11,,,,,,,0.721848,0.721848
2017-10-24,ne,201740,201114,339,29,3243,15,,,,,,,0.894234,0.894234
2017-10-24,nh,201740,201114,339,10,5082,25,,,,,,,0.196773,0.196773
2017-10-24,nj,201740,201114,339,185,5448,22,,,,,,,3.39574,3.39574
2017-10-24,nm,201740,201114,339,200,8611,26,,,,,,,2.32261,2.32261
2017-10-24,nv,201740,201114,339,408,18443,36,,,,,,,2.21222,2.21222
2017-10-24,oh,201740,201114,339,71,11536,38,,,,,,,0.615465,0.615465
2017-10-24,ok,201740,201114,339,45,2872,16,,,,,,,1.56685,1.56685
2017-10-24,or,201740,201114,339,38,3769,18,,,,,,,1.00822,1.00822
2017-10-24,pa,201740,201114,339,264,15700,49,,,,,,,1.68153,1.68153
2017-10-24,ri,201740,201114,339,47,6703,21,,,,,,,0.701179,0.701179
2017-10-24,sc,201740,201114,339,51,7956,20,,,,,,,0.641026,0.641026
2017-10-24,sd,201740,201114,339,69,5097,17,,,,,,,1.35374,1.35374
2017-10-24,tn,201740,201114,339,88,12510,50,,,,,,,0.703437,0.703437
2017-10-24,tx,201740,201114,339,827,45138,79,,,,,,,1.83216,1.83216
2017-10-24,ut,201740,201114,339,54,7178,15,,,,,,,0.752299,0.752299
2017-10-24,va,201740,201114,339,1028,68000,93,,,,,,,1.51176,1.51176
2017-10-24,vt,201740,201114,339,60,3261,11,,,,,,,1.83993,1.83993
2017-10-24,wa,201740,201114,339,18,2254,11,,,,,,,0.79858,0.79858
2017-10-24,wi,201740,201114,339,44,4393,40,,,,,,,1.00159,1.00159
2017-10-24,wv,201740,201114,339,103,10946,36,,,,,,,0.940983,0.940983
2017-10-24,wy,201740,201114,339,35,4179,19,,,,,,,0.837521,0.837521
2017-10-24,ak,201740,201115,338,31,2271,8,,,,,,,1.36504,1.36504
2017-10-24,al,201740,201115,338,189,7063,24,,,,,,,2.67592,2.67592
2017-10-24,ar,201740,201115,338,12,2735,13,,,,,,,0.438757,0.438757
2017-10-24,az,201740,201115,338,222,24803,66,,,,,,,0.895053,0.895053
2017-10-24,ca,201740,201115,338,918,35693,120,,,,,,,2.57193,2.57193
2017-10-24,co,201740,201115,338,167,20506,12,,,,,,,0.814396,0.814396
2017-10-24,ct,201740,201115,338,8,3275,11,,,,,,,0.244275,0.244275
2017-10-24,dc,201740,201115,338,1,1464,2,,,,,,,0.068306,0.068306
2017-10-24,de,201740,201115,338,4,3468,10,,,,,,,0.11534,0.11534
2017-10-24,ga,201740,201115,338,485,36440,58,,,,,,,1.33095,1.33095
2017-10-24,hi,201740,201115,338,26,1405,15,,,,,,,1.85053,1.85053
2017-10-24,ia,201740,201115,338,14,2219,7,,,,,,,0.630915,0.630915
2017-10-24,id,201740,201115,338,107,3647,8,,,,,,,2.93392,2.93392
2017-10-24,il,201740,201115,338,616,39220,71,,,,,,,1.57063,1.57063
2017-10-24,in,201740,201115,338,68,11701,40,,,,,,,0.581147,0.581147
2017-10-24,ks,201740,201115,338,51,8277,36,,,,,,,0.616165,0.616165
2017-10-24,ky,201740,201115,338,43,14314,11,,,,,,,0.300405,0.300405
2017-10-24,ma,201740,201115,338,364,28403,48,,,,,,,1.28155,1.28155
2017-10-24,md,201740,201115,338,118,6080,10,,,,,,,1.94079,1.94079
2017-10-24,me,201740,201115,338,33,5120,26,,,,,,,0.644531,0.644531
2017-10-24,mi,201740,201115,338,92,16466,49,,,,,,,0.558727,0.558727
2017-10-24,mn,201740,201115,338,68,4849,14,,,,,,,1.40235,1.40235
2017-10-24,mo,201740,201115,338,93,6956,26,,,,,,,1.33698,1.33698
2017-10-24,ms,201740,201115,338,520,16606,43,,,,,,,3.1314,3.1314
2017-10-24,mt,201740,201115,338,8,3404,6,,,,,,,0.235018,0.235018
2017-10-24,nat,201740,201115,338,9391,691707,1681,3164.0,3562.0,,1574.0,641.0,450.0,1.42199,1.35766
2017-10-24,nc,201740,201115,338,115,19623,58,,,,,,,0.586047,0.586047
2017-10-24,nd,201740,201115,338,16,2014,11,,,,,,,0.794439,0.794439
2017-10-24,ne,201740,201115,338,38,2640,14,,,,,,,1.43939,1.43939
2017-10-24,nh,201740,201115,338,3,5076,25,,,,,,,0.0591017,0.0591017
2017-10-24,nj,201740,201115,338,140,5097,21,,,,,,,2.74671,2.74671
2017-10-24,nm,201740,201115,338,137,7934,25,,,,,,,1.72675,1.72675
2017-10-24,nv,201740,201115,338,290,13722,31,,,,,,,2.11339,2.11339
2017-10-24,oh,201740,201115,338,51,11280,36,,,,,,,0.452128,0.452128
2017-10-24,ok,201740,201115,338,16,2373,16,,,,,,,0.674252,0.674252
2017-10-24,or,201740,201115,338,30,3106,15,,,,,,,0.965873,0.965873
2017-10-24,pa,201740,201115,338,213,15047,48,,,,,,,1.41556,1.41556
2017-10-24,ri,201740,201115,338,35,6616,21,,,,,,,0.529021,0.529021
2017-10-24,sc,201740,201115,338,39,7798,20,,,,,,,0.500128,0.500128
2017-10-24,sd,201740,201115,338,44,4816,16,,,,,,,0.913621,0.913621
2017-10-24,tn,201740,201115,338,60,10867,50,,,,,,,0.55213,0.55213
2017-10-24,tx,201740,201115,338,770,46101,83,,,,,,,1.67025,1.67025
2017-10-24,ut,201740,201115,338,75,7784,22,,,,,,,0.963515,0.963515
2017-10-24,va,201740,201115,338,722,48569,80,,,,,,,1.48654,1.48654
2017-10-24,vt,201740,201115,338,56,2792,10,,,,,,,2.00573,2.00573
2017-10-24,wa,201740,201115,338,25,2576,12,,,,,,,0.970497,0.970497
2017-10-24,wi,201740,201115,338,34,4263,40,,,,,,,0.79756,0.79756
2017-10-24,wv,201740,201115,338,75,10647,35,,,,,,,0.704424,0.704424
2017-10-24,wy,201740,201115,338,21,4072,18,,,,,,,0.515717,0.515717
2017-10-24,ak,201740,201116,337,31,2195,7,,,,,,,1.4123,1.4123
2017-10-24,al,201740,201116,337,194,7007,24,,,,,,,2.76866,2.76866
2017-10-24,ar,201740,201116,337,18,2664,14,,,,,,,0.675676,0.675676
2017-10-24,az,201740,201116,337,257,23572,57,,,,,,,1.09028,1.09028
2017-10-24,ca,201740,201116,337,736,32828,119,,,,,,,2.24199,2.24199
2017-10-24,co,201740,201116,337,153,20023,12,,,,,,,0.764121,0.764121
2017-10-24,ct,201740,201116,337,8,3469,21,,,,,,,0.230614,0.230614
2017-10-24,dc,201740,201116,337,1,1326,2,,,,,,,0.0754148,0.0754148
2017-10-24,de,201740,201116,337,3,3658,11,,,,,,,0.082012,0.082012
2017-10-24,ga,201740,201116,337,490,36983,57,,,,,,,1.32493,1.32493
2017-10-24,hi,201740,201116,337,34,1331,15,,,,,,,2.55447,2.55447
2017-10-24,ia,201740,201116,337,10,2261,7,,,,,,,0.442282,0.442282
2017-10-24,id,201740,201116,337,51,3431,6,,,,,,,1.48645,1.48645
2017-10-24,il,201740,201116,337,640,37168,69,,,,,,,1.72191,1.72191
2017-10-24,in,201740,201116,337,53,11166,40,,,,,,,0.474655,0.474655
2017-10-24,ks,201740,201116,337,46,8183,38,,,,,,,0.562141,0.562141
2017-10-24,ky,201740,201116,337,28,14960,10,,,,,,,0.187166,0.187166
2017-10-24,ma,201740,201116,337,291,23236,47,,,,,,,1.25237,1.25237
2017-10-24,md,201740,201116,337,130,6646,11,,,,,,,1.95606,1.95606
2017-10-24,me,201740,201116,337,25,4438,26,,,,,,,0.563317,0.563317
2017-10-24,mi,201740,201116,337,97,15148,47,,,,,,,0.640349,0.640349
2017-10-24,mn,201740,201116,337,57,4290,12,,,,,,,1.32867,1.32867
2017-10-24,mo,201740,201116,337,64,6442,24,,,,,,,0.99348,0.99348
2017-10-24,ms,201740,201116,337,438,15321,40,,,,,,,2.85882,2.85882
2017-10-24,mt,201740,201116,337,1,3357,6,,,,,,,0.0297885,0.0297885
2017-10-24,nat,201740,201116,337,8695,662612,1651,3139.0,3064.0,,1505.0,559.0,428.0,1.3382,1.31223
2017-10-24,nc,201740,201116,337,60,16185,54,,,,,,,0.370714,0.370714
2017-10-24,nd,201740,201116,337,6,1501,8,,,,,,,0.399734,0.399734
2017-10-24,ne,201740,201116,337,28,2656,14,,,,,,,1.05422,1.05422
2017-10-24,nh,201740,201116,337,2,4530,25,,,,,,,0.0441501,0.0441501
2017-10-24,nj,201740,201116,337,136,4869,19,,,,,,,2.79318,2.79318
2017-10-24,nm,201740,201116,337,155,8278,25,,,,,,,1.87243,1.87243
2017-10-24,nv,201740,201116,337,372,11900,34,,,,,,,3.12605,3.12605
2017-10-24,oh,201740,201116,337,36,10118,37,,,,,,,0.355802,0.355802
2017-10-24,ok,201740,201116,337,14,2361,14,,,,,,,0.592969,0.592969
2017-10-24,or,201740,201116,337,37,3450,15,,,,,,,1.07246,1.07246
2017-10-24,pa,201740,201116,337,144,14841,49,,,,,,,0.970285,0.970285
2017-10-24,ri,201740,201116,337,27,5813,21,,,,,,,0.464476,0.464476
2017-10-24,sc,201740,201116,337,36,7063,20,,,,,,,0.509698,0.509698
2017-10-24,sd,201740,201116,337,49,4860,17,,,,,,,1.00823,1.00823
2017-10-24,tn,201740,201116,337,65,11286,53,,,,,,,0.575935,0.575935
2017-10-24,tx,201740,201116,337,683,41092,70,,,,,,,1.66212,1.66212
2017-10-24,ut,201740,201116,337,40,6902,21,,,,,,,0.579542,0.579542
2017-10-24,va,201740,201116,337,774,58721,82,,,,,,,1.3181,1.3181
2017-10-24,vt,201740,201116,337,37,2578,10,,,,,,,1.43522,1.43522
2017-10-24,wa,201740,201116,337,33,2379,11,,,,,,,1.38714,1.38714
2017-10-24,wi,201740,201116,337,9,3580,37,,,,,,,0.251397,0.251397
2017-10-24,wv,201740,201116,337,69,9590,33,,,,,,,0.719499,0.719499
2017-10-24,wy,201740,201116,337,23,3996,19,,,,,,,0.575576,0.575576
2017-10-24,ak,201740,201117,336,17,1990,6,,,,,,,0.854271,0.854271
2017-10-24,al,201740,201117,336,207,6305,23,,,,,,,3.28311,3.28311
2017-10-24,ar,201740,201117,336,12,2633,13,,,,,,,0.455754,0.455754
2017-10-24,az,201740,201117,336,241,28842,66,,,,,,,0.835587,0.835587
2017-10-24,ca,201740,201117,336,784,33442,112,,,,,,,2.34436,2.34436
2017-10-24,co,201740,201117,336,177,19457,11,,,,,,,0.909698,0.909698
2017-10-24,ct,201740,201117,336,10,4332,17,,,,,,,0.23084,0.23084
2017-10-24,dc,201740,201117,336,0,1381,2,,,,,,,0.0,0.0
2017-10-24,de,201740,201117,336,1,2187,7,,,,,,,0.0457247,0.0457247
2017-10-24,ga,201740,201117,336,468,34443,53,,,,,,,1.35877,1.35877
2017-10-24,hi,201740,201117,336,22,1242,14,,,,,,,1.77134,1.77134
2017-10-24,ia,201740,201117,336,12,2170,7,,,,,,,0.552995,0.552995
2017-10-24,id,201740,201117,336,68,3655,7,,,,,,,1.86047,1.86047
2017-10-24,il,201740,201117,336,526,34493,66,,,,,,,1.52495,1.52495
2017-10-24,in,201740,201117,336,53,10329,37,,,,,,,0.513118,0.513118
2017-10-24,ks,201740,201117,336,48,6976,34,,,,,,,0.688073,0.688073
2017-10-24,ky,201740,201117,336,35,19042,11,,,,,,,0.183804,0.183804
2017-10-24,ma,201740,201117,336,247,24920,44,,,,,,,0.991172,0.991172
2017-10-24,md,201740,201117,336,69,6559,11,,,,,,,1.05199,1.05199
2017-10-24,me,201740,201117,336,23,4949,25,,,,,,,0.46474,0.46474
2017-10-24,mi,201740,201117,336,77,15442,48,,,,,,,0.49864,0.49864
2017-10-24,mn,201740,201117,336,44,4338,12,,,,,,,1.01429,1.01429
2017-10-24,mo,201740,201117,336,43,6046,21,,,,,,,0.711214,0.711214
2017-10-24,ms,201740,201117,336,420,15429,40,,,,,,,2.72215,2.72215
2017-10-24,mt,201740,201117,336,0,3262,6,,,,,,,0.0,0.0
2017-10-24,nat,201740,201117,336,7830,681240,1612,2895.0,2673.0,,1324.0,555.0,383.0,1.19995,1.14937
2017-10-24,nc,201740,201117,336,49,17789,55,,,,,,,0.275451,0.275451
2017-10-24,nd,201740,201117,336,4,1901,11,,,,,,,0.210416,0.210416
2017-10-24,ne,201740,201117,336,13,2530,14,,,,,,,0.513834,0.513834
2017-10-24,nh,201740,201117,336,7,4341,24,,,,,,,0.161253,0.161253
2017-10-24,nj,201740,201117,336,189,6827,20,,,,,,,2.76842,2.76842
2017-10-24,nm,201740,201117,336,141,8023,26,,,,,,,1.75745,1.75745
2017-10-24,nv,201740,201117,336,275,17709,37,,,,,,,1.55288,1.55288
2017-10-24,oh,201740,201117,336,39,10396,37,,,,,,,0.375144,0.375144
2017-10-24,ok,201740,201117,336,8,2724,17,,,,,,,0.293686,0.293686
2017-10-24,or,201740,201117,336,31,3230,14,,,,,,,0.959752,0.959752
2017-10-24,pa,201740,201117,336,142,14546,46,,,,,,,0.976213,0.976213
2017-10-24,ri,201740,201117,336,45,6296,20,,,,,,,0.71474,0.71474
2017-10-24,sc,201740,201117,336,15,6046,18,,,,,,,0.248098,0.248098
2017-10-24,sd,201740,201117,336,41,4657,17,,,,,,,0.880395,0.880395
2017-10-24,tn,201740,201117,336,44,11399,53,,,,,,,0.385999,0.385999
2017-10-24,tx,201740,201117,336,605,41857,70,,,,,,,1.4454,1.4454
2017-10-24,ut,201740,201117,336,17,6591,15,,,,,,,0.257927,0.257927
2017-10-24,va,201740,201117,336,635,60064,80,,,,,,,1.05721,1.05721
2017-10-24,vt,201740,201117,336,36,2712,10,,,,,,,1.32743,1.32743
2017-10-24,wa,201740,201117,336,16,2465,11,,,,,,,0.649087,0.649087
2017-10-24,wi,201740,201117,336,18,4086,38,,,,,,,0.440529,0.440529
2017-10-24,wv,201740,201117,336,60,9448,33,,,,,,,0.635055,0.635055
2017-10-24,wy,201740,201117,336,14,4033,19,,,,,,,0.347136,0.347136
2017-10-24,ak,201740,201118,335,17,2130,7,,,,,,,0.798122,0.798122
2017-10-24,al,201740,201118,335,198,6590,21,,,,,,,3.00455,3.00455
